text,label
"sometimes my heart beats really fast for no reason, is that dangerous",0
"I think I need to get my heart checked, any suggestions",1
"My back has been hurting for months, should I see someone",1
I feel like I need professional help for my anxiety,1
Can you point me to the right place for a diabetes test,1
I'm not sure which doctor handles sleep problems,1
"My knee pain keeps getting worse, who can help me",1
"I want to get my blood pressure checked, where should I go",1
"My stomach pain won't go away, I should probably see someone",1
I need help figuring out what kind of doctor to visit for dizziness,1
Can you guide me to the right specialist for my skin condition,1
I'd like to consult someone about my persistent cough,1
What kind of clinic handles anxiety and stress disorders,1
I want a professional opinion on my recurring headaches,1
"My child has a fever that won't break, where should we go",1
I think it's time I saw a doctor about my joint pain,1
Looking for a doctor who specializes in digestive issues,1
"I need to get a checkup done, which department should I contact",1
Can you help me find a suitable service for chronic fatigue,1
I'd like to be referred to a heart specialist,1
Who should I call to book an appointment for high cholesterol,1
"Đau lưng mấy tháng rồi, tôi nên đi đâu để khám",1
Tôi muốn kiểm tra tim mạch thì liên hệ đâu,1
"Bé nhà tôi bị ho mãi không khỏi, cần gặp bác sĩ nào",1
Tôi cần tư vấn về bệnh tiểu đường của mình,1
Có phòng khám nào chuyên về thần kinh không,1
Tôi muốn được tư vấn về các triệu chứng lo âu của mình,1
Đau đầu kinh niên thì nên gặp chuyên khoa nào,1
"Huyết áp cao, tôi nên gặp bác sĩ nào để điều trị dài hạn",1
"Tôi cần khám dạ dày, nên đến khoa nào",1
Muốn tầm soát ung thư thì đến bệnh viện nào,1
"Gần đây tôi hay khó thở, cần gặp ai",1
Tôi nghĩ mình cần gặp bác sĩ về bệnh xương khớp,1
Cho tôi biết dịch vụ nào phù hợp cho người bị trầm cảm,1
"Tôi cần đặt lịch khám mắt, nên gọi đâu",1
"Mất ngủ triền miên, tôi nên tìm đến dịch vụ nào",1
i have diabetes and i dont know what to do next,1
my blood pressure has been high lately and i need guidance,1
"i've tried everything for my back pain, what are my options",1
i'm not sure if my symptoms are serious enough to see a doctor,1
i don't know who to turn to for my mental health issues,1
what should someone with chronic insomnia do,1
tôi bị đau ngực gần đây và không biết phải làm gì,1
không biết nên đến đâu khi bị chóng mặt và buồn nôn,1
tôi cần ai đó tư vấn giúp tôi về tình trạng sức khỏe này,1
làm sao để tìm đúng bác sĩ cho bệnh của mình,1
"I need to see a doctor for headache, any suggestions?",1
Nguyên nhân nào dẫn đến tình trạng máu nhiễm mỡ?,0
Sử dụng điện thoại nhiều có gây chóng mặt không?,0
What does a positive cholesterol panel mean?,0
